n_capas,oculto,dropout,activacion,lr,lote,n_vecinos,h_pasado,horizonte,epocas,weight_decay,normalizacion,optimizador,dim_entrada,n_muestras,val_mse,nota_rollout,segundos
3,1024,0.1,silu,0.003,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.91587,0.5045,11.4
4,1024,0.1,silu,0.003,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.73872,0.3932,24.6
3,512,0.1,gelu,0.008,256,3,3,15,120,0.01,layernorm,adamw,56,7671,0.75972,0.4729,34.4
4,1024,0.1,gelu,0.003,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.72313,0.4085,14.4
3,512,0.0,silu,0.005,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.8163,0.2977,16.0
4,512,0.0,silu,0.002,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.81467,0.3905,9.7
4,512,0.1,silu,0.005,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.8562,0.4468,16.2
3,512,0.1,gelu,0.003,256,3,3,15,120,0.01,layernorm,adamw,56,7671,0.81366,0.3537,34.1
4,1024,0.1,silu,0.005,256,3,3,15,120,0.01,layernorm,adamw,56,7671,0.65426,0.4444,29.7
3,1024,0.0,silu,0.003,512,3,3,15,80,0.01,no,adamw,56,7671,1.00126,0.4385,7.0
3,512,0.0,gelu,0.005,512,3,3,15,120,0.01,no,adamw,56,7671,0.80357,0.6071,11.6
3,512,0.0,silu,0.003,512,3,3,15,120,0.01,no,adamw,56,7671,0.9927,0.5033,11.4
4,1024,0.1,silu,0.005,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.82506,0.5186,17.1
3,512,0.1,silu,0.005,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.7591,0.4481,26.7
3,512,0.0,silu,0.005,256,3,3,15,120,0.01,layernorm,adamw,56,7671,0.90604,0.4592,18.6
4,1024,0.1,gelu,0.002,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.713,0.5052,17.0
4,512,0.0,silu,0.008,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.83228,0.3535,11.3
3,1024,0.1,gelu,0.003,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.8337,0.4378,10.9
4,1024,0.0,silu,0.005,512,3,3,15,80,0.01,no,adamw,56,7671,0.87537,0.3751,7.5
4,1024,0.1,gelu,0.003,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.71559,0.4725,20.2
3,1024,0.0,gelu,0.005,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.88908,0.3619,18.6
4,512,0.1,gelu,0.008,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.69684,0.4659,14.6
4,1024,0.0,gelu,0.008,512,3,3,15,80,0.01,layernorm,adamw,56,7671,1.04731,0.1573,12.8
4,512,0.1,silu,0.002,256,3,3,15,120,0.01,no,adamw,56,7671,0.75023,0.578,24.3
3,1024,0.0,silu,0.008,512,3,3,15,80,0.01,no,adamw,56,7671,0.96729,0.4111,9.3
4,1024,0.0,gelu,0.005,256,3,3,15,120,0.01,no,adamw,56,7671,0.97053,0.5802,25.1
3,512,0.1,silu,0.005,512,3,3,15,120,0.01,no,adamw,56,7671,0.87618,0.302,13.6
4,1024,0.1,gelu,0.008,256,3,3,15,80,0.01,no,adamw,56,7671,0.96257,0.1999,13.2
4,512,0.0,gelu,0.003,512,3,3,15,80,0.01,layernorm,adamw,56,7671,0.70627,0.4525,8.6
3,512,0.0,silu,0.005,512,3,3,15,120,0.01,no,adamw,56,7671,0.88695,0.4438,13.4
3,1024,0.0,gelu,0.003,256,3,3,15,80,0.01,no,adamw,56,7671,0.93996,0.3575,13.5
4,1024,0.0,gelu,0.003,256,3,3,15,120,0.01,no,adamw,56,7671,0.81429,0.2966,20.9
4,1024,0.1,silu,0.002,256,3,3,15,80,0.01,no,adamw,56,7671,0.70707,0.4722,13.2
4,1024,0.0,gelu,0.002,512,3,3,15,80,0.01,no,adamw,56,7671,1.07394,0.2796,8.8
3,512,0.0,silu,0.002,512,3,3,15,120,0.01,no,adamw,56,7671,1.08372,0.0901,11.1
3,1024,0.0,silu,0.005,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.79237,0.467,10.8
3,512,0.0,gelu,0.003,256,3,3,15,80,0.01,no,adamw,56,7671,0.9563,0.3419,16.6
3,512,0.0,gelu,0.008,256,3,3,15,120,0.01,no,adamw,56,7671,0.99035,0.2267,31.3
3,1024,0.0,gelu,0.002,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.86637,0.4303,19.5
3,512,0.0,gelu,0.002,512,3,3,15,80,0.01,no,adamw,56,7671,1.1006,0.3459,11.8
4,512,0.0,silu,0.005,256,3,3,15,80,0.01,no,adamw,56,7671,0.97125,0.2482,15.7
3,1024,0.0,gelu,0.003,512,3,3,15,120,0.01,layernorm,adamw,56,7671,0.89389,0.3445,18.0
3,512,0.1,gelu,0.002,256,3,3,15,120,0.01,no,adamw,56,7671,0.94365,0.4339,23.1
4,512,0.0,silu,0.002,256,3,3,15,80,0.01,layernorm,adamw,56,7671,0.75044,0.464,16.9
4,512,0.1,silu,0.003,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.80552,0.4847,41.7
3,1024,0.0,silu,0.005,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.73708,0.5321,18.1
4,512,0.0,silu,0.008,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.7644,0.1405,13.5
4,512,0.1,silu,0.005,512,3,5,15,120,0.01,no,adamw,60,7671,0.69667,0.569,10.9
4,512,0.0,silu,0.005,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.99775,0.5406,13.6
3,512,0.1,gelu,0.005,256,3,5,15,80,0.01,no,adamw,60,7671,0.94754,0.1399,13.6
3,512,0.1,silu,0.003,256,3,5,15,80,0.01,no,adamw,60,7671,0.78746,0.4045,9.9
4,1024,0.0,gelu,0.008,256,3,5,15,80,0.01,no,adamw,60,7671,0.80835,0.0988,13.5
3,1024,0.1,silu,0.002,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.84583,0.5896,11.0
4,1024,0.1,gelu,0.005,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.7939,0.3575,11.8
4,1024,0.0,gelu,0.005,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.73813,0.6248,17.6
4,512,0.0,gelu,0.008,256,3,5,15,120,0.01,no,adamw,60,7671,0.95006,0.1205,25.7
4,512,0.0,gelu,0.003,256,3,5,15,80,0.01,no,adamw,60,7671,0.81671,0.5209,19.0
3,1024,0.1,gelu,0.003,512,3,5,15,80,0.01,no,adamw,60,7671,0.853,0.2729,8.8
4,512,0.1,silu,0.002,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.77153,0.4367,23.6
3,1024,0.0,gelu,0.005,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.87475,0.5727,18.6
3,512,0.1,silu,0.008,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.78635,0.3261,16.8
4,1024,0.0,gelu,0.008,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.88145,0.4907,12.7
3,1024,0.1,silu,0.005,256,3,5,15,120,0.01,no,adamw,60,7671,0.73692,0.3625,17.5
4,1024,0.0,gelu,0.008,256,3,5,15,120,0.01,no,adamw,60,7671,0.93007,0.3054,21.8
3,512,0.1,silu,0.002,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.87326,0.3726,24.7
4,512,0.1,gelu,0.003,256,3,5,15,80,0.01,no,adamw,60,7671,0.94502,0.493,15.7
3,1024,0.1,gelu,0.002,512,3,5,15,80,0.01,no,adamw,60,7671,0.86756,0.4075,8.8
4,1024,0.0,silu,0.008,256,3,5,15,120,0.01,no,adamw,60,7671,1.24684,0.1104,19.5
4,512,0.1,silu,0.003,256,3,5,15,80,0.01,no,adamw,60,7671,0.75898,0.5844,13.5
4,1024,0.1,silu,0.005,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.76003,0.3942,13.4
4,512,0.0,silu,0.002,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.78044,0.4548,11.2
4,512,0.1,silu,0.003,512,3,5,15,80,0.01,no,adamw,60,7671,1.03027,0.583,9.4
4,512,0.0,gelu,0.005,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.83504,0.4749,12.9
3,1024,0.0,gelu,0.005,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.86882,0.4623,10.7
4,1024,0.1,silu,0.002,256,3,5,15,120,0.01,no,adamw,60,7671,0.79308,0.5085,24.6
3,1024,0.1,gelu,0.002,512,3,5,15,120,0.01,no,adamw,60,7671,0.90174,0.3061,10.9
4,1024,0.0,gelu,0.002,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.81315,0.47,22.6
3,512,0.0,silu,0.005,256,3,5,15,80,0.01,no,adamw,60,7671,0.70044,0.3606,18.9
3,1024,0.0,gelu,0.008,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.93013,0.2281,9.4
3,512,0.0,gelu,0.002,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.88198,0.5879,12.8
4,1024,0.1,silu,0.005,256,3,5,15,120,0.01,no,adamw,60,7671,0.83382,0.5578,19.6
4,512,0.1,silu,0.005,256,3,5,15,80,0.01,no,adamw,60,7671,0.68049,0.3869,12.7
3,1024,0.1,silu,0.005,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.79551,0.3996,14.1
3,1024,0.0,silu,0.002,512,3,5,15,80,0.01,no,adamw,60,7671,0.93809,0.6146,7.8
3,1024,0.0,silu,0.005,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.78189,0.4747,13.0
3,1024,0.1,gelu,0.008,256,3,5,15,120,0.01,no,adamw,60,7671,0.84152,0.2118,18.4
4,512,0.1,gelu,0.002,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.94795,0.5376,19.3
4,512,0.0,silu,0.002,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.83818,0.5292,11.3
3,1024,0.1,gelu,0.005,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.79451,0.4032,10.4
3,1024,0.1,gelu,0.003,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.72298,0.519,14.3
3,512,0.1,gelu,0.002,512,3,5,15,80,0.01,no,adamw,60,7671,0.85685,0.4919,4.4
3,512,0.0,gelu,0.003,512,3,5,15,80,0.01,no,adamw,60,7671,0.99463,0.4953,5.1
4,1024,0.0,gelu,0.008,512,3,5,15,120,0.01,no,adamw,60,7671,1.15372,0.2211,8.0
4,1024,0.0,silu,0.002,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.83896,0.5904,8.9
4,512,0.1,gelu,0.002,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.76081,0.3843,14.6
3,1024,0.0,silu,0.002,512,3,5,15,120,0.01,no,adamw,60,7671,0.90526,0.5779,5.2
3,512,0.0,gelu,0.005,512,3,5,15,120,0.01,layernorm,adamw,60,7671,0.95556,0.4427,5.4
4,1024,0.1,gelu,0.005,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.78775,0.7185,10.5
4,512,0.0,gelu,0.008,512,3,5,15,80,0.01,layernorm,adamw,60,7671,0.77851,0.4345,3.3
4,512,0.0,gelu,0.008,512,3,5,15,80,0.01,no,adamw,60,7671,0.84215,0.4315,4.3
4,1024,0.0,silu,0.003,512,3,5,15,120,0.01,no,adamw,60,7671,0.88976,0.5617,4.9
3,1024,0.1,silu,0.008,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.77839,0.4539,5.3
4,1024,0.0,gelu,0.002,256,3,5,15,80,0.01,layernorm,adamw,60,7671,0.79273,0.4275,6.9
3,1024,0.1,silu,0.002,512,3,5,15,80,0.01,no,adamw,60,7671,0.78406,0.3922,4.8
3,1024,0.0,silu,0.005,512,3,5,15,80,0.01,no,adamw,60,7671,0.8997,0.48,4.3
4,512,0.0,silu,0.008,256,3,5,15,120,0.01,layernorm,adamw,60,7671,0.87917,0.4151,8.1
4,512,0.0,silu,0.005,512,3,5,15,80,0.01,no,adamw,60,7671,0.84479,0.6189,2.4
4,1024,0.0,gelu,0.002,256,3,5,15,120,0.01,no,adamw,60,7671,0.88446,0.3862,6.2
3,1024,0.0,gelu,0.005,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.85724,0.3696,18.2
4,512,0.0,gelu,0.005,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.74724,0.5448,12.1
4,512,0.0,gelu,0.005,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.85258,0.5912,7.0
3,512,0.1,gelu,0.003,512,1,2,15,80,0.01,no,adamw,34,7671,0.91109,0.3093,9.2
3,1024,0.1,gelu,0.003,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.82626,0.3928,20.4
3,512,0.1,silu,0.008,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.82954,0.6304,17.7
3,512,0.1,gelu,0.008,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.84957,0.4452,23.8
3,1024,0.0,silu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.9504,0.5504,15.7
4,512,0.1,silu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.79783,0.5576,16.1
3,1024,0.1,gelu,0.002,512,1,2,15,80,0.01,no,adamw,34,7671,0.84808,0.4856,8.6
3,512,0.1,silu,0.008,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.84275,0.1016,31.0
4,512,0.1,gelu,0.002,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.92114,0.5103,9.3
4,512,0.1,gelu,0.002,512,1,2,15,80,0.01,no,adamw,34,7671,0.77828,0.5369,6.5
3,1024,0.0,gelu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,1.12656,0.5072,10.2
3,1024,0.1,silu,0.003,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.94052,0.4777,9.2
4,1024,0.1,gelu,0.003,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.71833,0.3293,16.1
3,1024,0.0,gelu,0.002,512,1,2,15,80,0.01,layernorm,adamw,34,7671,1.04976,0.0241,8.3
4,1024,0.1,gelu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,0.81078,0.4865,10.5
3,1024,0.1,silu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,0.88095,0.4472,15.0
4,512,0.0,silu,0.003,512,1,2,15,80,0.01,no,adamw,34,7671,1.02942,0.7511,9.3
4,512,0.1,silu,0.002,256,1,2,15,120,0.01,no,adamw,34,7671,0.86142,0.4768,23.8
3,1024,0.0,gelu,0.005,512,1,2,15,120,0.01,no,adamw,34,7671,0.99755,0.3945,9.0
4,1024,0.1,silu,0.005,256,1,2,15,80,0.01,no,adamw,34,7671,0.84389,0.3426,10.7
4,512,0.0,silu,0.008,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.90083,0.1959,14.6
3,1024,0.0,silu,0.008,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.96393,0.1627,9.9
4,1024,0.0,silu,0.008,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.88052,0.4688,16.7
4,512,0.0,gelu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.93135,0.5822,16.3
3,1024,0.1,gelu,0.008,256,1,2,15,120,0.01,no,adamw,34,7671,0.97332,0.2261,15.0
3,512,0.1,silu,0.003,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.80685,0.6382,14.4
4,1024,0.0,silu,0.008,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.7556,0.6205,22.2
3,512,0.0,silu,0.005,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.84371,0.3463,7.8
3,512,0.1,silu,0.002,512,1,2,15,80,0.01,no,adamw,34,7671,0.92362,0.5439,8.6
3,1024,0.0,gelu,0.008,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.9546,0.4367,14.9
4,512,0.1,silu,0.003,256,1,2,15,80,0.01,no,adamw,34,7671,0.78323,0.7242,13.6
4,1024,0.0,gelu,0.002,256,1,2,15,120,0.01,no,adamw,34,7671,0.75623,0.5819,19.3
3,1024,0.0,silu,0.008,256,1,2,15,80,0.01,no,adamw,34,7671,1.08115,0.3421,14.0
3,512,0.0,gelu,0.005,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.81372,0.3904,22.9
3,1024,0.1,gelu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,0.86792,0.3518,11.1
3,1024,0.0,gelu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.96598,0.5492,15.6
4,1024,0.0,gelu,0.005,512,1,2,15,120,0.01,no,adamw,34,7671,0.93454,0.451,13.1
3,512,0.0,gelu,0.005,512,1,2,15,80,0.01,no,adamw,34,7671,0.88898,0.4886,9.9
4,1024,0.0,silu,0.003,256,1,2,15,80,0.01,no,adamw,34,7671,0.79302,0.581,17.9
3,512,0.1,gelu,0.005,512,1,2,15,120,0.01,no,adamw,34,7671,1.0563,0.3775,14.4
4,1024,0.1,gelu,0.008,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.64224,0.5504,8.9
4,512,0.1,silu,0.008,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.78644,0.6339,33.8
3,512,0.0,gelu,0.003,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.87471,0.5076,9.3
3,512,0.0,silu,0.002,512,1,2,15,120,0.01,no,adamw,34,7671,1.08446,0.7053,11.5
4,512,0.0,silu,0.003,512,1,2,15,120,0.01,no,adamw,34,7671,0.81042,0.6339,12.8
3,512,0.0,silu,0.008,512,1,2,15,120,0.01,no,adamw,34,7671,1.03423,0.5901,11.1
3,512,0.1,silu,0.008,512,1,2,15,80,0.01,no,adamw,34,7671,0.91926,0.372,8.0
3,1024,0.0,silu,0.008,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.93606,0.1169,14.0
4,1024,0.0,gelu,0.008,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.74886,0.4066,15.8
4,512,0.1,gelu,0.003,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.79139,0.4135,12.6
4,1024,0.1,silu,0.003,256,1,2,15,120,0.01,no,adamw,34,7671,0.60875,0.4438,22.5
4,1024,0.1,gelu,0.008,256,1,2,15,120,0.01,no,adamw,34,7671,0.86534,0.4188,19.4
4,1024,0.1,gelu,0.002,256,1,2,15,80,0.01,no,adamw,34,7671,0.985,0.398,15.8
4,1024,0.0,gelu,0.002,256,1,2,15,80,0.01,layernorm,adamw,34,7671,0.84419,0.5819,15.7
4,1024,0.1,silu,0.008,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.85353,0.1074,9.9
4,512,0.1,gelu,0.008,256,1,2,15,80,0.01,no,adamw,34,7671,0.86882,0.6922,15.9
3,1024,0.0,silu,0.005,512,1,2,15,120,0.01,no,adamw,34,7671,0.77395,0.5697,10.3
4,1024,0.0,gelu,0.003,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.75503,0.4866,18.0
4,512,0.0,silu,0.005,256,1,2,15,120,0.01,layernorm,adamw,34,7671,0.69943,0.4685,24.6
4,1024,0.0,silu,0.005,512,1,2,15,80,0.01,layernorm,adamw,34,7671,0.90306,0.1147,10.9
3,1024,0.0,silu,0.003,512,1,2,15,120,0.01,layernorm,adamw,34,7671,0.80521,0.4031,20.3
3,512,0.1,silu,0.002,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.96346,0.3989,23.1
3,512,0.1,silu,0.008,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.92534,0.5984,26.3
3,1024,0.0,gelu,0.002,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.90972,0.4833,13.7
4,512,0.1,gelu,0.008,256,1,3,15,80,0.01,no,adamw,36,7671,1.21366,0.2888,13.6
3,512,0.1,gelu,0.005,512,1,3,15,80,0.01,no,adamw,36,7671,1.06982,0.357,10.2
4,1024,0.1,gelu,0.003,512,1,3,15,120,0.01,no,adamw,36,7671,0.92958,0.4664,12.4
3,512,0.0,gelu,0.008,512,1,3,15,80,0.01,no,adamw,36,7671,0.95291,0.3391,8.5
4,512,0.0,gelu,0.003,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.77371,0.5418,11.3
3,1024,0.0,silu,0.002,512,1,3,15,80,0.01,no,adamw,36,7671,1.00279,0.0574,8.2
3,1024,0.1,gelu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,0.96533,0.5805,7.2
4,1024,0.1,gelu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.84878,0.3387,9.4
3,1024,0.0,gelu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.80275,0.3039,23.5
4,512,0.0,gelu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.93836,0.0107,14.5
3,1024,0.1,gelu,0.005,512,1,3,15,80,0.01,no,adamw,36,7671,0.98401,0.5312,9.0
4,512,0.0,gelu,0.008,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.9522,0.5394,16.3
4,1024,0.0,gelu,0.005,512,1,3,15,120,0.01,no,adamw,36,7671,0.98868,0.4505,12.2
3,512,0.1,silu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.79034,0.5173,37.4
3,512,0.0,gelu,0.005,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.96858,0.5293,12.8
3,1024,0.1,silu,0.008,256,1,3,15,120,0.01,no,adamw,36,7671,0.75252,0.4751,17.3
3,512,0.0,silu,0.002,256,1,3,15,120,0.01,layernorm,adamw,36,7671,1.0282,0.3784,19.6
3,512,0.0,gelu,0.003,256,1,3,15,80,0.01,no,adamw,36,7671,0.86111,0.593,16.0
3,1024,0.0,silu,0.003,256,1,3,15,80,0.01,no,adamw,36,7671,0.81923,0.3457,11.7
3,512,0.1,silu,0.005,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.86496,0.6568,10.1
4,1024,0.0,gelu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,1.00152,0.4592,13.4
4,512,0.0,silu,0.002,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.84625,0.5954,11.6
4,1024,0.1,gelu,0.005,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.91665,0.4919,10.1
4,512,0.1,silu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,1.02622,0.5447,10.4
3,1024,0.0,silu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,0.93802,0.5782,12.8
3,1024,0.1,gelu,0.002,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.89967,0.4317,23.6
3,1024,0.1,gelu,0.008,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.9789,0.5562,15.1
4,1024,0.1,gelu,0.003,512,1,3,15,120,0.01,layernorm,adamw,36,7671,0.73714,0.5159,14.6
3,1024,0.0,gelu,0.005,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.86717,0.5163,13.7
4,512,0.0,silu,0.002,512,1,3,15,80,0.01,no,adamw,36,7671,1.01388,0.3559,8.9
4,512,0.1,silu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,1.01965,0.5307,22.1
4,1024,0.1,silu,0.003,512,1,3,15,120,0.01,no,adamw,36,7671,0.86015,0.425,15.0
4,1024,0.1,silu,0.008,256,1,3,15,80,0.01,no,adamw,36,7671,0.934,0.1538,16.0
3,512,0.0,silu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,1.01636,0.0947,8.8
4,512,0.0,gelu,0.003,256,1,3,15,80,0.01,layernorm,adamw,36,7671,0.95643,0.631,21.9
4,512,0.0,silu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,0.77078,0.4612,12.9
3,512,0.0,gelu,0.008,256,1,3,15,80,0.01,layernorm,adamw,36,7671,1.03696,0.4948,15.7
3,1024,0.1,gelu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,0.90294,0.3112,22.5
4,1024,0.1,silu,0.008,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.75953,0.6818,31.3
4,1024,0.0,silu,0.008,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.93043,0.0485,12.9
3,1024,0.0,gelu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,1.10931,0.4013,15.3
4,512,0.0,gelu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,0.80942,0.5527,12.1
3,512,0.0,gelu,0.005,256,1,3,15,80,0.01,no,adamw,36,7671,0.90645,0.5484,21.4
3,512,0.0,gelu,0.005,512,1,3,15,80,0.01,no,adamw,36,7671,1.14352,0.0898,11.2
4,512,0.0,silu,0.003,512,1,3,15,120,0.01,no,adamw,36,7671,0.91181,0.5722,15.0
4,512,0.1,gelu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,1.03566,0.5756,23.2
3,512,0.0,silu,0.005,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.8005,0.529,19.8
3,512,0.1,silu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.91724,0.3369,10.7
3,1024,0.0,silu,0.005,256,1,3,15,120,0.01,no,adamw,36,7671,0.9097,0.4413,16.0
3,1024,0.0,gelu,0.005,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.8873,0.3926,20.8
4,1024,0.0,gelu,0.003,512,1,3,15,80,0.01,no,adamw,36,7671,0.9367,0.6144,8.6
4,1024,0.1,gelu,0.002,256,1,3,15,120,0.01,no,adamw,36,7671,0.96584,0.6074,23.6
3,512,0.1,gelu,0.002,256,1,3,15,120,0.01,no,adamw,36,7671,0.95632,0.378,21.4
4,1024,0.0,silu,0.005,512,1,3,15,80,0.01,no,adamw,36,7671,1.21552,0.0823,8.3
3,1024,0.0,gelu,0.002,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.90086,0.5557,12.9
4,512,0.1,silu,0.002,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.74699,0.6168,39.9
3,512,0.0,gelu,0.003,256,1,3,15,120,0.01,layernorm,adamw,36,7671,0.73357,0.3977,18.5
3,512,0.1,gelu,0.002,256,1,3,15,80,0.01,no,adamw,36,7671,0.96247,0.389,15.1
4,512,0.1,silu,0.008,512,1,3,15,120,0.01,no,adamw,36,7671,0.90823,0.5656,16.1
3,1024,0.1,silu,0.003,512,1,3,15,80,0.01,layernorm,adamw,36,7671,0.89025,0.3944,10.5
3,512,0.0,silu,0.008,256,1,3,15,120,0.01,no,adamw,36,7671,0.93601,0.4648,23.9
4,512,0.1,silu,0.005,512,1,5,15,120,0.01,no,adamw,40,7671,0.81879,0.5364,11.4
3,1024,0.0,gelu,0.005,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.85255,0.4819,20.9
3,1024,0.1,silu,0.005,512,1,5,15,80,0.01,no,adamw,40,7671,0.76996,0.2516,7.0
3,512,0.0,gelu,0.005,512,1,5,15,80,0.01,no,adamw,40,7671,1.1213,0.1782,8.0
3,512,0.1,gelu,0.002,512,1,5,15,80,0.01,no,adamw,40,7671,0.9299,0.4377,8.2
4,512,0.0,gelu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,1.05889,0.0695,12.9
3,512,0.0,silu,0.008,256,1,5,15,120,0.01,no,adamw,40,7671,0.72787,0.6953,25.1
3,512,0.1,silu,0.008,256,1,5,15,120,0.01,layernorm,adamw,40,7671,0.76527,0.5324,31.3
3,512,0.0,gelu,0.008,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.94266,0.0829,9.4
4,512,0.1,silu,0.005,512,1,5,15,120,0.01,layernorm,adamw,40,7671,0.9594,0.0529,17.5
