run,vid,instante,x1,y1,x2,y2,v,theta,a,giro
# run=20260718-162134-860 opt=secuencial condiciones_iniciales=[{'id': 1, 'inicio': (20.99, 13.36), 'giro_inicial': 85.0, 'meta': (31.16, 8.71), 'angulo_llegada': 346.3, 'largo': 0.74, 'ancho': 0.45, 'v_max': 1.99, 'v_inicial': 0.0, 'a_max': 0.9, 'giro_max': 36.6, 'grupo': 2, 'prioridad': 3}, {'id': 2, 'inicio': (18.52, 13.49), 'giro_inicial': 331.3, 'meta': (17.07, 12.58), 'angulo_llegada': 12.8, 'largo': 0.97, 'ancho': 0.54, 'v_max': 2.29, 'v_inicial': 0.0, 'a_max': 0.64, 'giro_max': 36.7, 'grupo': 1, 'prioridad': 1}]
20260718-162134-860,2,17,19.725175,13.572449,18.795288,12.965976,0.383628,6.353133,-0.638515,0.549409
20260718-162134-860,2,18,19.749528,13.596987,18.847236,12.950173,0.319776,6.397162,-0.638952,0.557664
20260718-162134-860,2,19,19.768760,13.618448,18.891273,12.938362,0.255881,6.434546,-0.639332,0.565934
20260718-162134-860,2,20,19.783375,13.636285,18.927013,12.929783,0.191948,6.465014,-0.639640,0.574221
20260718-162134-860,2,21,19.793835,13.650065,18.954148,12.923824,0.127984,6.488290,-0.639861,0.582528
20260718-162134-860,2,22,19.800533,13.659459,18.972428,12.920039,0.063998,6.504094,-0.639979,0.590859
20260718-162134-860,2,23,19.803778,13.664232,18.981650,12.918172,0.000000,6.512141,-0.640000,0.000000
20260718-162134-860,2,24,19.803778,13.664232,18.981650,12.918172,-0.064000,6.512141,-0.640000,-3.128737
20260718-162134-860,2,25,19.797602,13.662717,18.975359,12.916783,-0.128000,6.511987,-0.640000,-3.128919
20260718-162134-860,2,26,19.785248,13.659692,18.962778,12.914009,-0.192000,6.511683,-0.640000,-3.129101
20260718-162134-860,2,27,19.766713,13.655167,18.943908,12.909853,-0.256000,6.511233,-0.640000,-3.129284
20260718-162134-860,2,28,19.741992,13.649151,18.918747,12.904324,-0.320000,6.510643,-0.639999,-3.129466
20260718-162134-860,2,29,19.711082,13.641658,18.887295,12.897430,-0.384000,6.509915,-0.639999,-3.129648
20260718-162134-860,2,30,19.673977,13.632704,18.849551,12.889184,-0.448000,6.509055,-0.639999,-3.129830
20260718-162134-860,2,31,19.630672,13.622306,18.805512,12.879602,-0.512000,6.508068,-0.640003,-3.130012
20260718-162134-860,2,32,19.581161,13.610486,18.755176,12.868699,-0.576000,6.506956,-0.640000,3.141593
20260718-162134-860,2,33,19.524997,13.597704,18.699012,12.855917,-0.640000,6.506956,-0.640000,3.141593
20260718-162134-860,2,34,19.462593,13.583502,18.636608,12.841715,-0.704000,6.506956,-0.640000,3.141593
20260718-162134-860,2,35,19.393948,13.567880,18.567963,12.826092,-0.768000,6.506956,-0.640000,3.141593
20260718-162134-860,2,36,19.319063,13.550837,18.493078,12.809050,-0.832000,6.506956,-0.640000,3.141593
20260718-162134-860,2,37,19.237937,13.532374,18.411952,12.790587,-0.896000,6.506956,-0.640000,3.141593
20260718-162134-860,2,38,19.150571,13.512491,18.324586,12.770704,-0.960000,6.506956,-0.640000,3.141593
20260718-162134-860,2,39,19.056965,13.491188,18.230980,12.749401,-1.024000,6.506956,-0.640000,3.141593
20260718-162134-860,2,40,18.957118,13.468465,18.131133,12.726677,-1.088000,6.506956,-0.570000,3.141593
20260718-162134-860,2,41,18.851031,13.444321,18.025045,12.702534,-1.145000,6.506956,0.000000,3.141593
20260718-162134-860,2,42,18.739385,13.418913,17.913400,12.677125,-1.145000,6.506956,0.000000,3.141593
20260718-162134-860,2,43,18.627740,13.393504,17.801755,12.651717,-1.145000,6.506956,0.640811,3.141593
20260718-162134-860,2,44,18.516095,13.368096,17.690110,12.626308,-1.080919,6.506956,0.639889,3.081199
20260718-162134-860,2,45,18.406417,13.347850,17.589581,12.595999,-1.016930,6.519207,0.639897,3.080094
20260718-162134-860,2,46,18.303382,13.327677,17.495427,12.566291,-0.952940,6.530945,0.639905,3.078990
20260718-162134-860,2,47,18.206972,13.307773,17.407593,12.537388,-0.888950,6.542141,0.639498,3.077886
20260718-162134-860,2,48,18.117166,13.288323,17.326020,12.509485,-0.825000,6.552771,0.640000,3.141593
20260718-162134-860,2,49,18.037646,13.266350,17.246500,12.487512,-0.761000,6.552771,0.640000,3.141593
20260718-162134-860,2,50,17.964294,13.246082,17.173149,12.467244,-0.697000,6.552771,0.640000,3.141593
20260718-162134-860,2,51,17.897112,13.227519,17.105966,12.448681,-0.633000,6.552771,0.640000,3.141593
20260718-162134-860,2,52,17.836098,13.210660,17.044953,12.431822,-0.569000,6.552771,0.640000,3.141593
20260718-162134-860,2,53,17.781253,13.195506,16.990108,12.416668,-0.505000,6.552771,0.640000,3.141593
20260718-162134-860,2,54,17.732577,13.182056,16.941432,12.403218,-0.441000,6.552771,0.640000,3.141593
20260718-162134-860,2,55,17.690070,13.170311,16.898925,12.391473,-0.377000,6.552771,0.640000,3.141593
20260718-162134-860,2,56,17.653732,13.160270,16.862586,12.381432,-0.313000,6.552771,0.640000,3.141593
20260718-162134-860,2,57,17.623562,13.151934,16.832417,12.373096,-0.249000,6.552771,0.640000,3.141593
20260718-162134-860,2,58,17.599562,13.145302,16.808416,12.366464,-0.185000,6.552771,0.640000,3.141593
20260718-162134-860,2,59,17.581730,13.140375,16.790584,12.361537,-0.121000,6.552771,0.640000,3.141593
20260718-162134-860,2,60,17.570067,13.137153,16.778921,12.358315,-0.057000,6.552771,0.570000,3.141593
20260718-162134-860,2,61,17.564573,13.135635,16.773427,12.356796,0.000000,6.552771,0.000000,0.000000
20260718-162134-860,2,62,17.564573,13.135635,16.773427,12.356796,0.000000,6.552771,0.000000,0.000000
